docker/swarm,master,5218
jaegertracing/jaeger,master,5401
stretchr/testify,master,5464
chrislusf/seaweedfs,master,5608
txthinking/brook,master,5750
go-sql-driver/mysql,master,5832
PuerkitoBio/goquery,master,6031
vitessio/vitess,master,6372
gorilla/websocket,master,6426
coreybutler/nvm-windows,master,6488
golang/groupcache,master,6612
gorilla/mux,master,6692
flynn/flynn,master,6775
gopherjs/gopherjs,master,7173
apex/apex,master,7196
julienschmidt/httprouter,master,7465
FiloSottile/mkcert,master,7486
hashicorp/packer,master,7887
rkt/rkt,master,8111
spf13/cobra,master,8360
xtaci/kcptun,master,8462
urfave/cli,master,8640
derekparker/delve,master,8866
google/grumpy,master,9131
buger/goreplay,master,9177
go-gitea/gitea,master,9298
v2ray/v2ray-core,master,9467
zyedidia/micro,master,9563
joewalnes/websocketd,master,9719
hashicorp/vault,master,9730
revel/revel,master,10100
yudai/gotty,master,10670
go-kit/kit,master,10792
nsqio/nsq,master,12961
hashicorp/terraform,master,13015
hashicorp/consul,master,13024
fatedier/frp,master,14139
pingcap/tidb,master,14249

,master,15168
junegunn/fzf,master,15619
gin-gonic/gin,master,19326
coreos/etcd,master,19577
astaxie/build-web-application-with-golang,master,24273
gogs/gogs,master,26430
avelino/awesome-go,master,33773
moby/moby,master,49809
